"","codigoOC","FechaEnvioOC","NombreOC","DescripcionOC","EstadoOC","ProcedenciaOC","MonedaOC","MontoNetoOC","DescuentosOC","CargosOC","ImpuestosOC","MontoTotalOC","ImpuestosOC_CLP","MontoNetoOC_CLP","MetodoPago","TipoDespacho","Financiamiento","UnidadCompra","UnidadCompraRUT","RegionUnidadCompra","entCode","Institucion","Sector","Proveedor","ProveedorRUT","ActividadProveedor","TamanoProveedor","RegionProveedor","RubroN1","RubroN2","RubroN3","CodigoProductoONU","ONUProducto","NombreItem","DescripcionItem","CantidadItem","UnidadMedida","MonedaItem","MontoNetoItem","DescuentoItem","CargosItem","ImpuestoEspecificoItem","MontoTotalItem","MontoNetoItemCLP","CodigoCotizacion","NombreCotizacion","DescripcionCotizacion","FechaPublicacionCotizacion","FechaCierreCotizacion","MontoDisponible","DescripcionProducto","CodigoProductoCotizadoONU","ProductoCotizado","CantidadSolicitada","ProveedorCotizacion","RUTProveedorCotizacion","DetalleCotizacion","PrecioUnitarioCotizacion","PrecioTotalItemCotizacion","MontoNetoCotizacion","MontoDespachoCotizacion","MontoTotalCotizacion","ProveedorSeleccionado"
"517","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","Melamina Blanca 15.0mm 2500x1830 (Se adjunta cortes dimensionados)",13,"Plancha","CLP",50000,0,0,NA,650000,650000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"MDF 9.0mm 2440x1520",11121611,"Tablero de partículas",2,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",19000,38000,1327800,0,1580082,"SI"
"518","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","LAMINA FORMICA COLOR ALUMINIO DE 122CMS X 244 CMS",1,"Plancha","CLP",215000,0,0,NA,215000,215000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"LAMINA FORMICA COLOR BLANCO TEXTURA DE 122CMS X 244 CMS",11121611,"Tablero de partículas",3,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",80000,240000,1327800,0,1580082,"SI"
"519","1057402-9090-AG24","12-09-2024 0:00:00","(MIS) PREMIACIÓN 2024 HCM/GALVANOS","ID 1057402-1217-COT24. PREMIACIÓN 2024.","Recepcion Conforme","Compra Agil","CLP",788823,0,0,149876.37,938699.37,149876.37,788823,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","GUILLERMO LEONARDO SAAVEDRA SOTO","8.538.802-9","VENTA AL POR MENOR DE APARATOS, ARTICULOS, EQUIPO DE USO DOMESTICO N.C| COMERCIO AL POR MENOR DE ARTICULOS TIPICOS (ARTESANIAS)","4.0","Región de Magallanes y de la Antártica","Equipos, suministros y accesorios deportivos y recreativos","Coleccionismo y condecoraciones o premios","Premios",49101704,"Galvanos","Galvanos","550-0600 GALVANOS DE RECONOCIMIENTO, BASE DE MADERA, MEDIDAS 15X20 CM, CON PLACA METALICA CON LOGO Y GRABADO SEGUN REQUERIMIENTO, INCLUYE CAJA DE REGALO.",63,"Unidad","CLP",12521,0,0,NA,788823,788823,"1057402-1217-COT24","MIS/GALVANOS DE RECONOCIMIENTO","63 UD. GALVANOS PARA RECONOCIMIENTO DE FUNCIONARIOS, BASE DE MADERA, DIMENSION 15X20 CMS, CON PLACA METÁLICA CON LOGO Y GRABADO SEGÚN REQUERIMIENTO, INCLUYE CAJA DE REGALO (SE ADJUNTA MODELO DE REFERENCIA) **PLAZO DE ENTREGA 2 DÍAS PUESTO EN EL HOSPITAL **ADJUNTAR COTIZACIÓN E IMAGEN DEL PRODUCTO COTIZADO **VALOR ESTIMADO INCLUYE FLETE E IVA.","05-09-2024 0:00:00","06-09-2024 0:00:00",940000,"GALVANOS DE RECONOCIMIENTO, BASE DE MADERA, MEDIDAS 15X20 CM, CON PLACA METALICA CON LOGO Y GRABADO SEGUN REQUERIMIENTO, INCLUYE CAJA DE REGALO. (SE ADJUNTA MODELO DE REFERENCIA)",49101704,"Galvanos",63,"GUILLERMO LEONARDO SAAVEDRA SOTO","8.538.802-9","GALVANO MADERA 15X20 CON PLACA METALICA INCLUYE LOGO, FOTO, TEXTO A COLOR IMPRESO INCLUYE CAJA DE REGALO COLOR AZUL",12521,788823,788823,0,938699,"SI"
"520","1057792-22-AG24","21-08-2024 0:00:00","(5074) ADQUISICIÓN EQUIPO ANALIZADOR DE CLORO CAUDAL AGUA POTABLE. Compra ágil: 1057792-13-COT24","De acuerdo a Solicitud de Compra N°255 de fecha 12-08-2024 de la Unidad de Mantenimiento, se requiere la Adquisición de Equipo Analizador de Cloro para la evaluación de los niveles en los caudales de agua potable y cumplimiento características de acreditación Hospitalaria.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",638510,0,14900,124147.9,777557.9,124147.9,638510,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Activos Fijos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","YALITECH SpA","76.595.265-4","VENTA AL POR MENOS DE OTROS PRODUCTOS NCP","2.0","Región de Valparaíso","Equipamiento para laboratorios","Instrumentos de medida y experimentación","Analizadores de líquidos, sólidos y otros elementos",41113306,"Analizadores de cloro","Analizadores de cloro","Fotometro Portatil para Cloro Libre y Total, incluye test para pruebas y puesta en marcha",1,"Unidad","CLP",638510,0,0,NA,638510,638510,"1057792-13-COT24","[5074] ADQUISICIÓN EQUIPO ANALIZADOR DE CLORO EN CAUDAL DE AGUA POTABLE","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE LA ADQUISICIÓN DE EQUIPO ANALIZADOR DE CLORO PARA LA EVALUACIÓN DE LOS NIVELES EN LOS CAUDALES DE AGUA POTABLE Y CUMPLIMIENTO CON CARACTERÍSTICAS DE ACREDITACIÓN HOSPITALARIA.","07-08-2024 0:00:00","09-08-2024 0:00:00",1001718,"Fotómetro portátil para Cloro libre y Total equivalente a equipo marca Hanna Instruments HI 97711  Incluir para pruebas y puesta en marcha:  - 100 Tets HI 93701-01 Reactivo Cloro Libre polvo - 1 UD HI 93711-01 Reactivo Cloro Total 0.00 a 3.50 mg/l - 4 UD HI 731331 Cubetas de vidrio anchas",41113306,"Analizadores de cloro",1,"YALITECH SpA","76.595.265-4","Se ofrece una alternativa al medidor de cloro solicitado. Dicho producto se encuentra para entrega inmediata e incluye 100 reactivos de cloro libre. Dentro de la cotización se agrega el valor de los reactivos de cloro libre y cloro total.",638510,638510,653410,14900,777557,"SI"
"521","1057402-8586-AG24","30-08-2024 0:00:00","5076 DESINTOMETRIA OSEA","Orden de Compra generada por invitación a compra ágil desde ID 1057402-1186-COT24, por el servicio de Densitometría Ósea, en beneficio de pacientes institucionales.","Recepcion Conforme","Compra Agil","CLP",1898100,0,0,0,1898100,0,1898100,"30 dias contra la recepcion conforme de la factura","Otra Forma de Despacho","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SOC PROFESIONAL SCANNER SUR LIMITADA","79.747.000-7","HOSPITALES Y CLINICAS","2.0","Región de Magallanes y de la Antártica","Salud, servicios sanitarios y alimentación","Medicina y servicios de salud","Evaluaciones de salud individuales",85122201,"Exámenes médicos","Exámenes médicos","30 Densitometrías Oseas",30,"Unidad","CLP",63270,0,0,NA,1898100,1898100,"1057402-1186-COT24","Densitometrías Oseas","el Hospital Clínico de Magallanes, requiere la compra de servicios de 30 Densitometrías  Oseas en la ciudad de Punta Arenas en beneficio de pacientes institucionales. Servicio que consiste en: Procedimiento que mide la cantidad de calcio y otros minerales que hay en un hueso al pasar rayos X con dos grados diferentes de energía a través de él.","21-08-2024 0:00:00","22-08-2024 0:00:00",1898100,"30 Densitometrías Oseas",85122201,"Exámenes médicos",30,"SOC PROFESIONAL SCANNER SUR LIMITADA","79.747.000-7","Exámenes se tomarán en Av. Bulnes 01448, Punta Arenas, entrada por Kuzma Slavic, frente a cafetería. Scanner Sur cuenta con resoluciones de autorización de establecimiento, equipos y es un centro acreditado por la Superintendencia de Salud.",63270,1898100,1898100,0,1898100,"SI"
"522","1057402-9081-AG24","18-11-2024 0:00:00","KINESIOLOGIA.SEPT.DISCO.5KG.SEGURO.BARRA.(INS)","KINESIOLOGIA.SEPT.DISCO.5KG.SEGURO.BARRA.(INS) FLETE TERRESTRE EXPRESO CARGO PROVEEDOR ITEM PTTO: 22.04.005.003 Otros Insumos Clinicos - Insumos Generales Orden de Compra generada por invitación a compra ágil: 1057402-1231-COT24 SOLICITADO POR SRA. SUSAN MORRISON","Recepcion Conforme","Compra Agil","CLP",116000,0,0,22040,138040,22040,116000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","VERONICA CARDENAS SEPULVEDA Y COMPANIA LIMITADA","76.145.038-7","ventas de articulos deportivos","4.0","Región Metropolitana de Santiago","Equipos, suministros y accesorios deportivos y recreativos","Equipos para entrenamiento físico","Equipo de entrenamiento de pesas y resistencia",49201602,"Barras con pesas","Barras con pesas","DISCOS DE 5 KILOS (COMPATIBLES CON BARRA PRE OLIMPICA, RECUBIERTO EN POLIURETANO O SIMILAR)",2,"Unidad","CLP",25000,0,0,NA,50000,50000,"1057402-1231-COT24","(INS) SEGUROS METALICOS PARA BARRA OLIMPICA Y PESA 5KG","INCLUIR FICHA TECNICA, INDICAR FACTOR EMPAQUE, CONSIDERAR FLETE A REGION DE MAGALLANES","09-09-2024 0:00:00","11-09-2024 0:00:00",180000,"DISCOS DE 5 KILOS (COMPATIBLES CON BARRA PRE OLIMPICA, RECUBIERTO EN POLIURETANO O SIMILAR)",49201602,"Barras con pesas",2,"VERONICA CARDENAS SEPULVEDA Y COMPANIA LIMITADA","76.145.038-7","“100% DEPORTES” IMPLEMENTOS DEPORTIVOS DE ALTA CALIDAD Y DURABILIDAD. MERCADERIA GARANTIZADA,ENTREGA Y DESPACHOS SIN RECARGOS. *ENTREGA 2-5 DIAS HABILES. *FONOS:225440822- +56982396314 *CONTACTO: RODRIGO SILVA. *E-MAIL: RSILVAITURRA@GMAIL.COM",25000,50000,116000,0,138040,"SI"
"523","1057402-9103-AG24","11-09-2024 0:00:00","(FAR) URGENTE ANTISEPTICOS Y DESINFENCTANTES SEPTIEMBRE / CLORHEXIDINA 2% ACUOSA TOPICA 500 ML","PEDIDO URGENTE ANTISEPTICOS Y DESINFENCTANTES SEPTIEMBRE. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 12 A 15 DÍAS SEGÚN COTIZACIÓN. REF 1057402-1234-COT24.","Recepcion Conforme","Compra Agil","CLP",344160,0,0,65390.4,409550.4,65390.4,344160,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","DIFEM LABORATORIOS S A","79.581.120-6","FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU","1.0","Región Metropolitana de Santiago","Medicamentos y productos farmacéuticos","Medicamentos anti infecciosos","Antisépticos",51102707,"Gluconato de clorhexidina","Gluconato de clorhexidina","217-0058 CLORHEXIDINA 2% ACUOSA TOPICA 500 ML",60,"Frasco","CLP",5736,0,0,NA,344160,344160,"1057402-1234-COT24","(FAR) URGENTE ANTISEPTICOS Y DESINFENCTANTES SEPTIEMBRE / CLORHEXIDINA 2% ACUOSA TOPICA  500 ML","SE REQUIERE PARA EL HOSPITAL CLÍNICO DE MAGALLANES CLORHEXIDINA 2% ACUOSA TOPICA  500 ML. INDICAR: VALOR UNITARIO, PRESENTACIÓN Y EMPAQUE (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, IMAGEN DEL PRODUCTO, TIEMPO DE ENTREGA (ESPECIFICAR, PARA COORDINAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. NO SE CONSIDERARÁN OFERTAS QUE INDIQUEN VALOR REFERENCIAL $0 Ó $1 U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.","10-09-2024 0:00:00","11-09-2024 0:00:00",6e+05,"CLORHEXIDINA 2% ACUOSA TOPICA 500 ML",51102707,"Gluconato de clorhexidina",72,"DIFEM LABORATORIOS S A","79.581.120-6","Dichlorexan Solución Acuosa 2% 500cc. Marca DIFEM, procedencia nacional. Sin alcohol, para antisepsia de piel. Registro ISP. Estudio microb según resolución 89. Con inserto dosificador. Cajas x 20 unidades. Vencimiento 25-01-2026. Despacho 12-15 días.",5736,412992,412992,0,491460,"SI"
"524","1057792-27-AG24","06-09-2024 0:00:00","[PMEL] Adquisición de 03 kit de parlate techo activo","Proyecto MEL2024 Orden de Compra generada por invitación a compra ágil: 1057792-21-COT24. DISTRIBUCIÓN: UNIDAD DE COMPRA DE SERVICIOS, GESTIÓN DTE, Y SDGDP (Jessica Aros)","Recepcion Conforme","Compra Agil","CLP",544641,0,30000,109181.79,683822.79,109181.79,544641,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Activos Fijos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SOCIEDAD COMERCIAL Y DE INVERSIONES CORP PREMIER L","76.473.108-5","PRESTACIÓN DE SERVICIOS DE RECURSOS TÉCNICOS EN MATERIA DE SEGURIDAD PRIVADA","4.0","Región Metropolitana de Santiago","Muebles, accesorios, electrodomésticos y productos electrónicos","Equipos y accesorios audiovisuales","Equipos audiovisuales y de electrónica menor",52161512,"Parlantes","Parlantes","Fonestar KS-Wall kit",3,"Kit","CLP",181547,0,0,NA,544641,544641,"1057792-21-COT24","[5074] Adquisición de 03 kit de parlantes activos de techo","Se requiere adquirir 03 kit de parlantes activos para techo (Cielo Razo) con a lo menos las siguientes caracteristicas:  01 parlante activo Conexión bluetooth con aplicación de celular alimentación 220 v (incluir transformador en caso de requerirse) Color blanco Instalación fácil. De preferencia se seleccionará la propuesta que incluya: Entrada auxiliar o transmisor BlueTooth para equipo externo. ADJUNTAR FICHA TÉCNICA DE LO PROPUESTO. FLETE A CARGO DEL PROVEEDOR","28-08-2024 0:00:00","30-08-2024 0:00:00",779700,"PARLANTE ACTIVO DE TECHO (CIELO AMERICANO) CON ENTRADA AUXILIAR O TRANSMISOR BLUETOOTH PARA EQUIPO EXTERNO",52161512,"Parlantes",3,"SOCIEDAD COMERCIAL Y DE INVERSIONES CORP PREMIER L","76.473.108-5","Se presenta oferta de equipamiento Contamos con 12 meses garantía y con un tiempo 10 días hábiles una vez aceptada la orden de compra en el sistema. Contacto Daniel Matus daniel.matus@corppremier.cl",181547,544641,574641,30000,683822,"SI"
"525","1057402-9052-AG24","11-09-2024 0:00:00","CATARATA.SEPT.TAPON.LAGRIMAL.SILICONA.(INS)","CATARATA.SEPT.TAPON.LAGRIMAL.SILICONA.(INS) FLETE AEREO CARGO PROVEEDOR  ID: 22.04.005.003 Otros Insumos Clínicos - Cataratas Compra Ágil 1057402-1225-COT24,","Recepcion Conforme","Compra Agil","CLP",68900,0,0,13091,81991,13091,68900,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","OFTOMED S.A.","78.075.900-3","VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| ALQUILER DE OTROS EFECTOS PERSONALES Y ENSERES DOMESTICOS N.C.P.","1.0","Región Metropolitana de Santiago","Equipamiento y suministros médicos","Productos para exámenes y control de pacientes","Artículos para examen oftalmológico",42183038,"Almohadillas para instrumental oftalmológico","Almohadillas para instrumental oftalmológico","TAPON LAGRIMAL SILICONA 0.6MM (REF PPLUG6)",1,"Unidad","CLP",68900,0,0,NA,68900,68900,"1057402-1225-COT24","(INS) TAPON LAGRIMAL SILICONA 0.6MM","INCLUIR FICHA TECNICA - VALOR UNITARIO NETO - FACTOR EMPAQUE -  INDICAR TIPO FLETE A LA REGION DE MAGALLANES","06-09-2024 0:00:00","09-09-2024 0:00:00",85000,"TAPON LAGRIMAL SILICONA 0.6MM (REF PPLUG6)",42183038,"Almohadillas para instrumental oftalmológico",1,"OFTOMED S.A.","78.075.900-3","SEGUN COTIZACIÓN N° 72093",68900,68900,68900,0,81991,"SI"
"526","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","Melamina Color Roble 18.0mm 2500x1830 (Se adjunta cortes dimensionados)",2,"Plancha","CLP",60000,0,0,NA,120000,120000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"LAMINA FORMICA COLOR BLANCO TEXTURA DE 122CMS X 244 CMS",11121611,"Tablero de partículas",3,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",80000,240000,1327800,0,1580082,"SI"
"527","1057402-8644-AG24","04-09-2024 0:00:00","(5074) Adquisicion de Materiales para Confección de Mesones Prequirurgicos. Compra ágil: 1057402-1124-COT24","De acuerdo a Solicitud de Compra N°252 de fecha 07-08-2024 de la Unidad de Mantenimiento, se requiere la adquisición de materiales para la confección de mesones prequirúrgicos.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",1327800,0,0,252282,1580082,2522820,1327800,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Productos derivados de minerales, plantas y animales","Productos no comestibles de origen vegetal","Madera",11121611,"Tablero de partículas","Tablero de partículas","LAMINA FORMICA COLOR BLANCO TEXTURA DE 122CMS X 244 CMS",3,"Plancha","CLP",80000,0,0,NA,240000,240000,"1057402-1124-COT24","[5074] SUMINISTRO DE TABLEROS Y ACCESORIOS PARA CONFECCIÓN MOBILIARIOS","LA UNIDAD DE MANTENIMIENTO INFRAESTRUCTURA REQUIERE ADQUIRIR EL SUMINISTRO DE TABLEROS Y ACCESORIOS PARA LA CONFECCIÓN DE MOBILIARIOS CON MANO DE OBRA PROPIA (MESONES PRE-QUIRÚRGICO)  ENTREGA CON LOS CORTES DIMENSIONADOS.","06-08-2024 0:00:00","07-08-2024 0:00:00",1600000,"LAMINA FORMICA COLOR BLANCO TEXTURA DE 122CMS X 244 CMS",11121611,"Tablero de partículas",3,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",80000,240000,1327800,0,1580082,"SI"
